Comment.id|Post.id
687194774012|687194774011
687194774013|687194774011
687194774014|687194774011
274877913601|274877913600
274877913603|274877913600
274877913604|274877913600
274877913605|274877913600
274877913608|274877913600
206158437072|206158437071
206158437073|206158437071
206158437074|206158437071
206158437076|206158437071
137438960344|137438960343
137438960345|137438960343
137438960346|137438960343
137438960347|137438960343
137438960348|137438960343
137438960349|137438960343
137438960350|137438960343
137438960351|137438960343
137438960352|137438960343
137438960353|137438960343
137438960354|137438960343
137438960355|137438960343
137438960356|137438960343
137438960358|137438960343
137438960359|137438960343
137438960362|137438960361
137438960363|137438960361
137438960365|137438960364
137438960366|137438960364
137438960367|137438960364
137438960368|137438960364
137438960369|137438960364
137438960370|137438960364
137438960371|137438960364
137438960372|137438960364
137438960373|137438960364
137438960374|137438960364
137438960375|137438960364
137438960378|137438960364
137438960379|137438960364
618475297746|618475297745
618475297747|618475297745
618475297749|618475297745
687194774714|687194774713
687194774717|687194774713
687194774719|687194774713
687194774720|687194774713
137438960845|137438960844
137438960846|137438960844
137438960856|137438960855
137438960857|137438960855
137438960860|137438960855
137438960861|137438960855
274877914343|274877914342
274877914345|274877914342
274877914348|274877914342
274877914351|274877914342
274877914352|274877914342
274877914354|274877914342
687194774961|687194774960
687194774962|687194774960
687194774963|687194774960
687194774964|687194774960
687194774965|687194774960
687194774984|687194774983
687194774986|687194774983
687194774993|687194774983
412316868065|412316868064
412316868066|412316868064
412316868068|412316868064
412316868069|412316868064
412316868072|412316868064
412316868074|412316868064
