id|imageFile|creationDate|locationIP|browserUsed|language|content|length
549755813925|photo549755813925.jpg|2011-07-02T13:48:49.994+0000|200.5.15.1|Internet Explorer|||0
549755813926|photo549755813926.jpg|2011-07-02T13:48:50.994+0000|200.5.15.1|Internet Explorer|||0
549755813927|photo549755813927.jpg|2011-07-02T13:48:51.994+0000|200.5.15.1|Internet Explorer|||0
549755813928|photo549755813928.jpg|2011-07-02T13:48:52.994+0000|200.5.15.1|Internet Explorer|||0
549755813929|photo549755813929.jpg|2011-07-02T13:48:53.994+0000|200.5.15.1|Internet Explorer|||0
618475290667|photo618475290667.jpg|2011-09-12T02:42:04.129+0000|200.5.15.1|Internet Explorer|||0
618475290668|photo618475290668.jpg|2011-09-12T02:42:05.129+0000|200.5.15.1|Internet Explorer|||0
481036337213||2011-04-04T22:30:11.697+0000|1.118.167.195|Chrome|tk|About Augustine of Hippo, int and pre-eminent Doctor of the Church, and the patrAbout George Bernard Shaw, |107
343597383744||2010-12-31T02:50:14.112+0000|88.80.236.34|Chrome|tk|About Ivan Ljubičić, rt. Mostly a basAbout William Ewart Gladstone, eased naval expeAbout All |94
618475290689||2011-08-15T07:46:49.786+0000|192.101.113.232|Firefox|tk|About Niccolò Machiavelli, ecretary to the Second Chancery of the Republic of Florence from 1498 to 15|102
549755813973|photo549755813973.jpg|2011-07-20T02:24:35.365+0000|31.28.5.32|Firefox|||0
549755813974|photo549755813974.jpg|2011-07-20T02:24:36.365+0000|31.28.5.32|Firefox|||0
549755813975|photo549755813975.jpg|2011-07-20T02:24:37.365+0000|31.28.5.32|Firefox|||0
549755813976|photo549755813976.jpg|2011-07-20T02:24:38.365+0000|31.28.5.32|Firefox|||0
549755813977|photo549755813977.jpg|2011-07-20T02:24:39.365+0000|31.28.5.32|Firefox|||0
549755813978|photo549755813978.jpg|2011-07-20T02:24:40.365+0000|31.28.5.32|Firefox|||0
549755813979|photo549755813979.jpg|2011-07-20T02:24:41.365+0000|31.28.5.32|Firefox|||0
549755813980|photo549755813980.jpg|2011-07-20T02:24:42.365+0000|31.28.5.32|Firefox|||0
549755813981|photo549755813981.jpg|2011-07-20T02:24:43.365+0000|31.28.5.32|Firefox|||0
549755813982|photo549755813982.jpg|2011-07-20T02:24:44.365+0000|31.28.5.32|Firefox|||0
549755813983|photo549755813983.jpg|2011-07-20T02:24:45.365+0000|31.28.5.32|Firefox|||0
549755813984|photo549755813984.jpg|2011-07-20T02:24:46.365+0000|31.28.5.32|Firefox|||0
549755813985|photo549755813985.jpg|2011-07-20T02:24:47.365+0000|31.28.5.32|Firefox|||0
549755813986|photo549755813986.jpg|2011-07-20T02:24:48.365+0000|31.28.5.32|Firefox|||0
549755813987|photo549755813987.jpg|2011-07-20T02:24:49.365+0000|31.28.5.32|Firefox|||0
549755813988|photo549755813988.jpg|2011-07-20T02:24:50.365+0000|31.28.5.32|Firefox|||0
549755813989|photo549755813989.jpg|2011-07-20T02:24:51.365+0000|31.28.5.32|Firefox|||0
549755813990|photo549755813990.jpg|2011-07-20T02:24:52.365+0000|31.28.5.32|Firefox|||0
549755813991|photo549755813991.jpg|2011-07-20T02:24:53.365+0000|31.28.5.32|Firefox|||0
549755813992|photo549755813992.jpg|2011-07-20T02:24:54.365+0000|31.28.5.32|Firefox|||0
618475290729|photo618475290729.jpg|2011-08-21T09:38:50.958+0000|31.28.5.32|Firefox|||0
412316860522|photo412316860522.jpg|2011-02-02T10:54:11.561+0000|31.28.5.32|Firefox|||0
412316860523|photo412316860523.jpg|2011-02-02T10:54:12.561+0000|31.28.5.32|Firefox|||0
412316860524|photo412316860524.jpg|2011-02-02T10:54:13.561+0000|31.28.5.32|Firefox|||0
412316860525|photo412316860525.jpg|2011-02-02T10:54:14.561+0000|31.28.5.32|Firefox|||0
412316860526|photo412316860526.jpg|2011-02-02T10:54:15.561+0000|31.28.5.32|Firefox|||0
412316860527|photo412316860527.jpg|2011-02-02T10:54:16.561+0000|31.28.5.32|Firefox|||0
412316860528|photo412316860528.jpg|2011-02-02T10:54:17.561+0000|31.28.5.32|Firefox|||0
412316860529|photo412316860529.jpg|2011-02-02T10:54:18.561+0000|31.28.5.32|Firefox|||0
412316860530|photo412316860530.jpg|2011-02-02T10:54:19.561+0000|31.28.5.32|Firefox|||0
412316860531|photo412316860531.jpg|2011-02-02T10:54:20.561+0000|31.28.5.32|Firefox|||0
412316860532|photo412316860532.jpg|2011-02-02T10:54:21.561+0000|31.28.5.32|Firefox|||0
412316860533|photo412316860533.jpg|2011-02-02T10:54:22.561+0000|31.28.5.32|Firefox|||0
412316860534|photo412316860534.jpg|2011-02-02T10:54:23.561+0000|31.28.5.32|Firefox|||0
412316860535|photo412316860535.jpg|2011-02-02T10:54:24.561+0000|31.28.5.32|Firefox|||0
412316860536|photo412316860536.jpg|2011-02-02T10:54:25.561+0000|31.28.5.32|Firefox|||0
412316860537|photo412316860537.jpg|2011-02-02T10:54:26.561+0000|31.28.5.32|Firefox|||0
412316860538|photo412316860538.jpg|2011-02-02T10:54:27.561+0000|31.28.5.32|Firefox|||0
412316860539|photo412316860539.jpg|2011-02-02T10:54:28.561+0000|31.28.5.32|Firefox|||0
412316860540|photo412316860540.jpg|2011-02-02T10:54:29.561+0000|31.28.5.32|Firefox|||0
549755814013|photo549755814013.jpg|2011-06-27T09:43:45.973+0000|31.28.5.32|Firefox|||0
549755814014|photo549755814014.jpg|2011-06-27T09:43:46.973+0000|31.28.5.32|Firefox|||0
549755814015|photo549755814015.jpg|2011-06-27T09:43:47.973+0000|31.28.5.32|Firefox|||0
549755814016|photo549755814016.jpg|2011-06-27T09:43:48.973+0000|31.28.5.32|Firefox|||0
549755814017|photo549755814017.jpg|2011-06-27T09:43:49.973+0000|31.28.5.32|Firefox|||0
549755814018|photo549755814018.jpg|2011-06-27T09:43:50.973+0000|31.28.5.32|Firefox|||0
687194767491|photo687194767491.jpg|2011-11-07T17:29:21.561+0000|31.28.5.32|Firefox|||0
687194767492|photo687194767492.jpg|2011-11-07T17:29:22.561+0000|31.28.5.32|Firefox|||0
687194767493|photo687194767493.jpg|2011-11-07T17:29:23.561+0000|31.28.5.32|Firefox|||0
687194767494|photo687194767494.jpg|2011-11-07T17:29:24.561+0000|31.28.5.32|Firefox|||0
687194767495|photo687194767495.jpg|2011-11-07T17:29:25.561+0000|31.28.5.32|Firefox|||0
687194767496|photo687194767496.jpg|2011-11-07T17:29:26.561+0000|31.28.5.32|Firefox|||0
687194767497|photo687194767497.jpg|2011-11-07T17:29:27.561+0000|31.28.5.32|Firefox|||0
687194767498|photo687194767498.jpg|2011-11-07T17:29:28.561+0000|31.28.5.32|Firefox|||0
687194767499|photo687194767499.jpg|2011-11-07T17:29:29.561+0000|31.28.5.32|Firefox|||0
687194767500|photo687194767500.jpg|2011-11-07T17:29:30.561+0000|31.28.5.32|Firefox|||0
687194767501|photo687194767501.jpg|2011-11-07T17:29:31.561+0000|31.28.5.32|Firefox|||0
687194767502|photo687194767502.jpg|2011-11-07T17:29:32.561+0000|31.28.5.32|Firefox|||0
687194767503|photo687194767503.jpg|2011-11-07T17:29:33.561+0000|31.28.5.32|Firefox|||0
687194767504|photo687194767504.jpg|2011-11-07T17:29:34.561+0000|31.28.5.32|Firefox|||0
687194767505|photo687194767505.jpg|2011-11-07T17:29:35.561+0000|31.28.5.32|Firefox|||0
687194767506|photo687194767506.jpg|2011-11-07T17:29:36.561+0000|31.28.5.32|Firefox|||0
481036337299|photo481036337299.jpg|2011-04-01T07:20:33.170+0000|31.28.5.32|Firefox|||0
481036337300|photo481036337300.jpg|2011-04-01T07:20:34.170+0000|31.28.5.32|Firefox|||0
481036337301|photo481036337301.jpg|2011-04-01T07:20:35.170+0000|31.28.5.32|Firefox|||0
481036337302|photo481036337302.jpg|2011-04-01T07:20:36.170+0000|31.28.5.32|Firefox|||0
481036337303|photo481036337303.jpg|2011-04-01T07:20:37.170+0000|31.28.5.32|Firefox|||0
481036337304|photo481036337304.jpg|2011-04-01T07:20:38.170+0000|31.28.5.32|Firefox|||0
481036337305|photo481036337305.jpg|2011-04-01T07:20:39.170+0000|31.28.5.32|Firefox|||0
481036337306|photo481036337306.jpg|2011-04-01T07:20:40.170+0000|31.28.5.32|Firefox|||0
481036337307|photo481036337307.jpg|2011-04-01T07:20:41.170+0000|31.28.5.32|Firefox|||0
481036337308|photo481036337308.jpg|2011-04-01T07:20:42.170+0000|31.28.5.32|Firefox|||0
481036337309|photo481036337309.jpg|2011-04-01T07:20:43.170+0000|31.28.5.32|Firefox|||0
481036337310|photo481036337310.jpg|2011-04-01T07:20:44.170+0000|31.28.5.32|Firefox|||0
481036337311|photo481036337311.jpg|2011-04-01T07:20:45.170+0000|31.28.5.32|Firefox|||0
481036337312|photo481036337312.jpg|2011-04-01T07:20:46.170+0000|31.28.5.32|Firefox|||0
481036337313|photo481036337313.jpg|2011-04-01T07:20:47.170+0000|31.28.5.32|Firefox|||0
481036337314|photo481036337314.jpg|2011-04-01T07:20:48.170+0000|31.28.5.32|Firefox|||0
481036337315|photo481036337315.jpg|2011-04-01T07:20:49.170+0000|31.28.5.32|Firefox|||0
481036337316|photo481036337316.jpg|2011-04-01T07:20:50.170+0000|31.28.5.32|Firefox|||0
481036337317|photo481036337317.jpg|2011-04-01T07:20:51.170+0000|31.28.5.32|Firefox|||0
481036337318|photo481036337318.jpg|2011-04-01T07:20:52.170+0000|31.28.5.32|Firefox|||0
481036337354|photo481036337354.jpg|2011-04-18T04:26:03.971+0000|31.28.5.32|Firefox|||0
481036337355|photo481036337355.jpg|2011-04-18T04:26:04.971+0000|31.28.5.32|Firefox|||0
481036337356|photo481036337356.jpg|2011-04-18T04:26:05.971+0000|31.28.5.32|Firefox|||0
481036337357|photo481036337357.jpg|2011-04-18T04:26:06.971+0000|31.28.5.32|Firefox|||0
481036337358|photo481036337358.jpg|2011-04-18T04:26:07.971+0000|31.28.5.32|Firefox|||0
481036337359|photo481036337359.jpg|2011-04-18T04:26:08.971+0000|31.28.5.32|Firefox|||0
481036337360|photo481036337360.jpg|2011-04-18T04:26:09.971+0000|31.28.5.32|Firefox|||0
481036337361|photo481036337361.jpg|2011-04-18T04:26:10.971+0000|31.28.5.32|Firefox|||0
343597383890|photo343597383890.jpg|2011-01-23T23:07:50.090+0000|31.28.5.32|Firefox|||0
343597383891|photo343597383891.jpg|2011-01-23T23:07:51.090+0000|31.28.5.32|Firefox|||0
343597383892|photo343597383892.jpg|2011-01-23T23:07:52.090+0000|31.28.5.32|Firefox|||0
343597383893|photo343597383893.jpg|2011-01-23T23:07:53.090+0000|31.28.5.32|Firefox|||0
343597383894|photo343597383894.jpg|2011-01-23T23:07:54.090+0000|31.28.5.32|Firefox|||0
343597383895|photo343597383895.jpg|2011-01-23T23:07:55.090+0000|31.28.5.32|Firefox|||0
343597383896|photo343597383896.jpg|2011-01-23T23:07:56.090+0000|31.28.5.32|Firefox|||0
343597383897|photo343597383897.jpg|2011-01-23T23:07:57.090+0000|31.28.5.32|Firefox|||0
343597383898|photo343597383898.jpg|2011-01-23T23:07:58.090+0000|31.28.5.32|Firefox|||0
343597383899|photo343597383899.jpg|2011-01-23T23:07:59.090+0000|31.28.5.32|Firefox|||0
343597383900|photo343597383900.jpg|2011-01-23T23:08:00.090+0000|31.28.5.32|Firefox|||0
343597383901|photo343597383901.jpg|2011-01-23T23:08:01.090+0000|31.28.5.32|Firefox|||0
343597383902|photo343597383902.jpg|2011-01-23T23:08:02.090+0000|31.28.5.32|Firefox|||0
343597383903|photo343597383903.jpg|2011-01-23T23:08:03.090+0000|31.28.5.32|Firefox|||0
343597383904|photo343597383904.jpg|2011-01-23T23:08:04.090+0000|31.28.5.32|Firefox|||0
343597383905|photo343597383905.jpg|2011-01-23T23:08:05.090+0000|31.28.5.32|Firefox|||0
343597383906|photo343597383906.jpg|2011-01-23T23:08:06.090+0000|31.28.5.32|Firefox|||0
343597383907|photo343597383907.jpg|2011-01-23T23:08:07.090+0000|31.28.5.32|Firefox|||0
343597383908|photo343597383908.jpg|2011-01-23T23:08:08.090+0000|31.28.5.32|Firefox|||0
274877907173|photo274877907173.jpg|2010-11-17T20:33:44.332+0000|31.28.5.32|Firefox|||0
274877907174|photo274877907174.jpg|2010-11-17T20:33:45.332+0000|31.28.5.32|Firefox|||0
274877907175|photo274877907175.jpg|2010-11-17T20:33:46.332+0000|31.28.5.32|Firefox|||0
274877907176|photo274877907176.jpg|2010-11-17T20:33:47.332+0000|31.28.5.32|Firefox|||0
274877907177|photo274877907177.jpg|2010-11-17T20:33:48.332+0000|31.28.5.32|Firefox|||0
274877907178|photo274877907178.jpg|2010-11-17T20:33:49.332+0000|31.28.5.32|Firefox|||0
274877907179|photo274877907179.jpg|2010-11-17T20:33:50.332+0000|31.28.5.32|Firefox|||0
274877907180|photo274877907180.jpg|2010-11-17T20:33:51.332+0000|31.28.5.32|Firefox|||0
274877907181|photo274877907181.jpg|2010-11-17T20:33:52.332+0000|31.28.5.32|Firefox|||0
274877907182|photo274877907182.jpg|2010-11-17T20:33:53.332+0000|31.28.5.32|Firefox|||0
274877907183|photo274877907183.jpg|2010-11-17T20:33:54.332+0000|31.28.5.32|Firefox|||0
274877907184|photo274877907184.jpg|2010-11-17T20:33:55.332+0000|31.28.5.32|Firefox|||0
274877907185|photo274877907185.jpg|2010-11-17T20:33:56.332+0000|31.28.5.32|Firefox|||0
274877907186|photo274877907186.jpg|2010-11-17T20:33:57.332+0000|31.28.5.32|Firefox|||0
274877907187|photo274877907187.jpg|2010-11-17T20:33:58.332+0000|31.28.5.32|Firefox|||0
343597383924|photo343597383924.jpg|2010-12-10T13:54:42.699+0000|31.28.5.32|Firefox|||0
343597383925|photo343597383925.jpg|2010-12-10T13:54:43.699+0000|31.28.5.32|Firefox|||0
343597383926|photo343597383926.jpg|2010-12-10T13:54:44.699+0000|31.28.5.32|Firefox|||0
343597383927|photo343597383927.jpg|2010-12-10T13:54:45.699+0000|31.28.5.32|Firefox|||0
343597383928|photo343597383928.jpg|2010-12-10T13:54:46.699+0000|31.28.5.32|Firefox|||0
343597383929|photo343597383929.jpg|2010-12-10T13:54:47.699+0000|31.28.5.32|Firefox|||0
343597383930|photo343597383930.jpg|2010-12-10T13:54:48.699+0000|31.28.5.32|Firefox|||0
343597383931|photo343597383931.jpg|2010-12-10T13:54:49.699+0000|31.28.5.32|Firefox|||0
206158430460|photo206158430460.jpg|2010-08-06T07:29:29.708+0000|31.28.5.32|Firefox|||0
206158430461|photo206158430461.jpg|2010-08-06T07:29:30.708+0000|31.28.5.32|Firefox|||0
206158430462|photo206158430462.jpg|2010-08-30T08:26:20.439+0000|31.28.5.32|Firefox|||0
206158430463|photo206158430463.jpg|2010-08-30T08:26:21.439+0000|31.28.5.32|Firefox|||0
206158430464|photo206158430464.jpg|2010-08-30T08:26:22.439+0000|31.28.5.32|Firefox|||0
206158430465|photo206158430465.jpg|2010-08-30T08:26:23.439+0000|31.28.5.32|Firefox|||0
206158430466|photo206158430466.jpg|2010-08-30T08:26:24.439+0000|31.28.5.32|Firefox|||0
206158430467|photo206158430467.jpg|2010-08-30T08:26:25.439+0000|31.28.5.32|Firefox|||0
206158430468|photo206158430468.jpg|2010-08-30T08:26:26.439+0000|31.28.5.32|Firefox|||0
206158430469|photo206158430469.jpg|2010-08-30T08:26:27.439+0000|31.28.5.32|Firefox|||0
206158430470|photo206158430470.jpg|2010-08-30T08:26:28.439+0000|31.28.5.32|Firefox|||0
206158430471|photo206158430471.jpg|2010-08-30T08:26:29.439+0000|31.28.5.32|Firefox|||0
206158430472|photo206158430472.jpg|2010-08-30T08:26:30.439+0000|31.28.5.32|Firefox|||0
206158430473|photo206158430473.jpg|2010-08-30T08:26:31.439+0000|31.28.5.32|Firefox|||0
206158430474|photo206158430474.jpg|2010-08-30T08:26:32.439+0000|31.28.5.32|Firefox|||0
206158430475|photo206158430475.jpg|2010-08-30T08:26:33.439+0000|31.28.5.32|Firefox|||0
206158430476|photo206158430476.jpg|2010-08-30T08:26:34.439+0000|31.28.5.32|Firefox|||0
206158430477|photo206158430477.jpg|2010-08-30T08:26:35.439+0000|31.28.5.32|Firefox|||0
206158430478|photo206158430478.jpg|2010-08-30T08:26:36.439+0000|31.28.5.32|Firefox|||0
206158430479|photo206158430479.jpg|2010-08-30T08:26:37.439+0000|31.28.5.32|Firefox|||0
206158430480|photo206158430480.jpg|2010-08-30T08:26:38.439+0000|31.28.5.32|Firefox|||0
412316860689|photo412316860689.jpg|2011-02-02T20:10:42.646+0000|31.28.5.32|Firefox|||0
412316860690|photo412316860690.jpg|2011-02-02T20:10:43.646+0000|31.28.5.32|Firefox|||0
412316860691|photo412316860691.jpg|2011-02-02T20:10:44.646+0000|31.28.5.32|Firefox|||0
412316860692|photo412316860692.jpg|2011-02-02T20:10:45.646+0000|31.28.5.32|Firefox|||0
412316860693|photo412316860693.jpg|2011-02-02T20:10:46.646+0000|31.28.5.32|Firefox|||0
412316860694|photo412316860694.jpg|2011-02-02T20:10:47.646+0000|31.28.5.32|Firefox|||0
412316860695|photo412316860695.jpg|2011-02-02T20:10:48.646+0000|31.28.5.32|Firefox|||0
412316860696|photo412316860696.jpg|2011-02-02T20:10:49.646+0000|31.28.5.32|Firefox|||0
412316860697|photo412316860697.jpg|2011-02-02T20:10:50.646+0000|31.28.5.32|Firefox|||0
343597383962|photo343597383962.jpg|2010-12-29T20:07:08.049+0000|31.28.5.32|Firefox|||0
343597383963|photo343597383963.jpg|2010-12-29T20:07:09.049+0000|31.28.5.32|Firefox|||0
343597383964|photo343597383964.jpg|2010-12-29T20:07:10.049+0000|31.28.5.32|Firefox|||0
343597383965|photo343597383965.jpg|2010-12-29T20:07:11.049+0000|31.28.5.32|Firefox|||0
343597383966|photo343597383966.jpg|2010-12-29T20:07:12.049+0000|31.28.5.32|Firefox|||0
549755814175|photo549755814175.jpg|2011-06-02T22:26:10.963+0000|31.28.5.32|Firefox|||0
549755814176|photo549755814176.jpg|2011-06-02T22:26:11.963+0000|31.28.5.32|Firefox|||0
549755814177|photo549755814177.jpg|2011-06-02T22:26:12.963+0000|31.28.5.32|Firefox|||0
549755814178|photo549755814178.jpg|2011-06-02T22:26:13.963+0000|31.28.5.32|Firefox|||0
549755814179|photo549755814179.jpg|2011-06-02T22:26:14.963+0000|31.28.5.32|Firefox|||0
549755814180|photo549755814180.jpg|2011-06-02T22:26:15.963+0000|31.28.5.32|Firefox|||0
549755814181|photo549755814181.jpg|2011-06-02T22:26:16.963+0000|31.28.5.32|Firefox|||0
549755814182|photo549755814182.jpg|2011-06-02T22:26:17.963+0000|31.28.5.32|Firefox|||0
549755814183|photo549755814183.jpg|2011-06-02T22:26:18.963+0000|31.28.5.32|Firefox|||0
549755814184|photo549755814184.jpg|2011-06-02T22:26:19.963+0000|31.28.5.32|Firefox|||0
549755814185|photo549755814185.jpg|2011-06-02T22:26:20.963+0000|31.28.5.32|Firefox|||0
549755814186|photo549755814186.jpg|2011-06-02T22:26:21.963+0000|31.28.5.32|Firefox|||0
549755814187|photo549755814187.jpg|2011-06-02T22:26:22.963+0000|31.28.5.32|Firefox|||0
549755814188|photo549755814188.jpg|2011-06-02T22:26:23.963+0000|31.28.5.32|Firefox|||0
481036337453|photo481036337453.jpg|2011-04-25T09:12:08.347+0000|31.28.5.32|Firefox|||0
481036337454|photo481036337454.jpg|2011-04-25T09:12:09.347+0000|31.28.5.32|Firefox|||0
481036337455|photo481036337455.jpg|2011-04-25T09:12:10.347+0000|31.28.5.32|Firefox|||0
481036337456|photo481036337456.jpg|2011-04-25T09:12:11.347+0000|31.28.5.32|Firefox|||0
481036337457|photo481036337457.jpg|2011-04-25T09:12:12.347+0000|31.28.5.32|Firefox|||0
481036337458|photo481036337458.jpg|2011-04-25T09:12:13.347+0000|31.28.5.32|Firefox|||0
481036337459|photo481036337459.jpg|2011-04-25T09:12:14.347+0000|31.28.5.32|Firefox|||0
481036337460|photo481036337460.jpg|2011-04-25T09:12:15.347+0000|31.28.5.32|Firefox|||0
481036337461|photo481036337461.jpg|2011-04-25T09:12:16.347+0000|31.28.5.32|Firefox|||0
481036337462|photo481036337462.jpg|2011-04-25T09:12:17.347+0000|31.28.5.32|Firefox|||0
481036337463|photo481036337463.jpg|2011-04-25T09:12:18.347+0000|31.28.5.32|Firefox|||0
481036337464|photo481036337464.jpg|2011-04-25T09:12:19.347+0000|31.28.5.32|Firefox|||0
481036337465|photo481036337465.jpg|2011-04-25T09:12:20.347+0000|31.28.5.32|Firefox|||0
481036337466|photo481036337466.jpg|2011-04-25T09:12:21.347+0000|31.28.5.32|Firefox|||0
481036337467|photo481036337467.jpg|2011-04-25T09:12:22.347+0000|31.28.5.32|Firefox|||0
481036337468|photo481036337468.jpg|2011-04-25T09:12:23.347+0000|31.28.5.32|Firefox|||0
481036337469|photo481036337469.jpg|2011-04-25T09:12:24.347+0000|31.28.5.32|Firefox|||0
481036337470|photo481036337470.jpg|2011-04-25T09:12:25.347+0000|31.28.5.32|Firefox|||0
549755814207||2011-07-02T18:50:50.710+0000|31.222.89.32|Internet Explorer|uz|About Stephen Harper, inority government after the 2006 federal election. He is the first prime minister from the |114
618475290951|photo618475290951.jpg|2011-07-27T11:01:09.272+0000|41.138.128.120|Internet Explorer|||0
618475290952|photo618475290952.jpg|2011-07-27T11:01:10.272+0000|41.138.128.120|Internet Explorer|||0
618475290953|photo618475290953.jpg|2011-07-27T11:01:11.272+0000|41.138.128.120|Internet Explorer|||0
618475290954|photo618475290954.jpg|2011-07-27T11:01:12.272+0000|41.138.128.120|Internet Explorer|||0
618475290955|photo618475290955.jpg|2011-07-27T11:01:13.272+0000|41.138.128.120|Internet Explorer|||0
618475290956|photo618475290956.jpg|2011-07-27T11:01:14.272+0000|41.138.128.120|Internet Explorer|||0
618475290957|photo618475290957.jpg|2011-08-20T19:37:41.687+0000|41.138.128.120|Internet Explorer|||0
618475290958|photo618475290958.jpg|2011-08-20T19:37:42.687+0000|41.138.128.120|Internet Explorer|||0
412316860754|photo412316860754.jpg|2011-02-17T04:59:22.103+0000|41.138.128.120|Internet Explorer|||0
412316860755|photo412316860755.jpg|2011-02-17T04:59:23.103+0000|41.138.128.120|Internet Explorer|||0
412316860756|photo412316860756.jpg|2011-02-17T04:59:24.103+0000|41.138.128.120|Internet Explorer|||0
412316860757|photo412316860757.jpg|2011-02-17T04:59:25.103+0000|41.138.128.120|Internet Explorer|||0
412316860758|photo412316860758.jpg|2011-02-17T04:59:26.103+0000|41.138.128.120|Internet Explorer|||0
412316860759|photo412316860759.jpg|2011-02-17T04:59:27.103+0000|41.138.128.120|Internet Explorer|||0
412316860760|photo412316860760.jpg|2011-02-17T04:59:28.103+0000|41.138.128.120|Internet Explorer|||0
412316860761|photo412316860761.jpg|2011-02-17T04:59:29.103+0000|41.138.128.120|Internet Explorer|||0
412316860762|photo412316860762.jpg|2011-02-17T04:59:30.103+0000|41.138.128.120|Internet Explorer|||0
412316860763|photo412316860763.jpg|2011-02-17T04:59:31.103+0000|41.138.128.120|Internet Explorer|||0
412316860764|photo412316860764.jpg|2011-02-17T04:59:32.103+0000|41.138.128.120|Internet Explorer|||0
412316860765|photo412316860765.jpg|2011-02-17T04:59:33.103+0000|41.138.128.120|Internet Explorer|||0
618475290974|photo618475290974.jpg|2011-08-29T03:56:38.464+0000|41.138.128.120|Internet Explorer|||0
618475290975|photo618475290975.jpg|2011-08-29T03:56:39.464+0000|41.138.128.120|Internet Explorer|||0
618475290976|photo618475290976.jpg|2011-08-29T03:56:40.464+0000|41.138.128.120|Internet Explorer|||0
618475290977|photo618475290977.jpg|2011-08-29T03:56:41.464+0000|41.138.128.120|Internet Explorer|||0
618475290978|photo618475290978.jpg|2011-08-29T03:56:42.464+0000|41.138.128.120|Internet Explorer|||0
