Comment.id|Tag.id
481036339815|5145
481036339820|2968
481036339820|11653
481036339821|1171
481036339825|2078
481036339825|7512
481036339831|1169
481036339831|2987
481036339831|5102
481036339831|9548
481036339832|2100
481036339832|7027
481036339833|1169
481036339833|2987
481036339833|6355
481036339833|10317
481036339834|777
481036339835|2100
481036339835|7027
481036339835|14071
481036339838|1169
481036339838|2050
481036339838|7616
481036339839|777
481036339839|3017
481036339844|7567
481036339844|9061
481036339844|9269
481036339844|10149
481036339844|11752
481036339851|1169
481036339851|1759
481036339851|2780
481036339851|5115
481036339851|6322
481036339851|6397
481036339851|6894
481036339851|6931
481036339851|7507
481036339851|10176
481036339858|2058
481036339858|3039
481036339858|6931
481036339858|7171
481036339858|7430
481036339858|10586
481036339859|6427
481036339859|6931
481036339859|7171
481036339859|7833
481036339859|8081
481036339859|10586
481036339865|7171
481036339865|10586
481036339865|10999
481036339865|11164
481036339865|14175
481036339872|1169
481036339872|2030
481036339872|2797
481036339872|5108
481036339873|1169
481036339873|2030
481036339873|5303
481036339873|5638
481036339877|6394
481036339877|6551
481036339877|7520
481036339877|7581
481036339877|13258
481036339879|2900
481036339879|7479
481036339879|7520
481036339879|13748
137438956207|1183
137438956207|9337
206158432944|1193
206158432951|11410
137438956217|9337
137438956217|11663
137438956218|1183
137438956218|2875
137438956218|9337
206158432958|470
206158432958|805
206158432958|1024
206158432958|3037
206158432958|4849
206158432958|11647
206158432962|805
206158432962|3072
206158432962|5074
206158432962|7522
206158432962|12474
206158432963|1200
206158432963|2004
206158432963|6953
206158432963|9319
206158432972|1909
206158432972|2851
206158432972|6972
206158432972|7564
206158432972|9075
206158432972|12443
206158432976|2851
206158432976|5141
206158432976|6028
206158432976|6407
206158432976|8112
206158432976|9808
206158432976|10035
206158432979|1206
206158432979|2851
206158432979|5990
206158432979|7015
206158432979|8112
206158432979|14464
206158432980|2851
206158432980|5141
206158432980|5591
206158432980|5652
206158432980|6972
206158432980|8112
206158432980|9204
206158432980|11690
206158432980|11799
206158432981|273
206158432981|1987
206158432981|3081
206158432981|5141
206158432981|9349
206158432981|12473
206158432981|13838
206158432983|544
206158432983|2062
206158432983|2851
206158432983|5141
206158432983|5145
206158432983|6354
206158432983|6972
206158432983|8112
206158432983|10070
481036340243|140
481036340243|2050
481036340243|9398
481036340243|9417
687194770457|596
687194770457|2123
687194770457|10298
687194770457|10401
687194770458|2005
687194770458|10298
687194770458|12066
687194770460|8037
687194770460|9294
687194770460|10298
618475293726|132
618475293726|6107
618475293727|132
618475293727|1204
618475293730|1204
618475293730|2802
618475293732|132
618475293732|9241
618475293733|2802
618475293733|7722
618475293735|6919
618475293735|7722
618475293736|2802
618475293736|5099
618475293742|132
618475293742|806
618475293742|9271
618475293742|12166
618475293743|2107
618475293743|3092
618475293743|6021
618475293744|5603
618475293744|9428
687194770483|806
687194770483|2018
687194770483|2050
687194770483|7031
687194770483|9085
687194770483|10298
687194770484|806
687194770484|2801
687194770484|5749
687194770484|7031
687194770484|9085
687194770484|10298
687194770484|12259
687194770486|145
687194770486|469
687194770486|1667
687194770486|5126
687194770486|5749
687194770486|9085
687194770486|12259
687194770488|806
687194770488|2050
687194770488|2109
687194770488|9057
687194770488|9085
687194770488|10298
687194770488|11640
412316863554|7916
412316863554|9318
412316863554|14161
412316863557|1748
412316863557|2957
412316863557|3111
412316863557|5056
412316863557|5065
412316863557|9289
481036340431|796
481036340431|4843
481036340432|8803
481036340434|6411
618475293949|1767
618475293949|2092
618475293949|2818
618475293949|2925
618475293949|3070
618475293949|5999
618475293949|6543
618475293949|8019
618475293949|10669
618475293949|11685
618475293953|2783
618475293953|2899
618475293953|6986
618475293953|7287
618475293953|9477
618475293953|14882
618475293954|6
618475293954|396
618475293954|2001
618475293954|3013
618475293954|5397
618475293954|11165
618475293954|11642
618475293954|12030
618475293955|396
618475293955|2793
618475293955|11521
618475293955|11587
618475293955|11642
618475293955|12035
618475293957|396
618475293957|5076
618475293957|5079
618475293957|9036
618475293957|9164
618475293960|396
618475293960|2790
618475293961|396
618475293961|7579
618475293961|11315
618475293962|396
618475293962|5063
618475293963|2937
618475293981|594
618475293981|2027
618475293981|2035
618475293981|2068
618475293981|6374
618475293981|8705
618475293981|11678
618475293983|594
618475293983|2068
618475293983|2856
618475293983|6374
618475293983|7513
618475293983|8683
618475293983|11678
618475293983|12493
618475293991|6
618475293991|2044
618475293991|8051
618475293991|8396
618475293992|6
618475293992|396
618475293992|448
618475293992|2832
618475293992|5062
618475293992|8051
618475294000|8396
618475294000|12225
618475294000|12428
618475294005|396
618475294005|576
618475294005|775
618475294005|1028
618475294005|1181
618475294005|1995
618475294005|3100
618475294005|12424
618475294009|573
618475294009|3023
618475294009|5862
618475294009|6945
618475294009|7100
618475294009|7479
618475294009|9122
618475294009|9147
618475294009|11876
618475294009|12948
618475294016|573
618475294016|1023
618475294016|3023
618475294016|5132
618475294016|6945
618475294016|7100
618475294016|7546
618475294016|9147
618475294016|9291
618475294016|11876
618475294016|12654
618475294016|12948
549755817507|1995
549755817507|7563
549755817508|5103
549755817509|6095
549755817510|572
549755817510|1190
549755817511|9236
687194770993|13419
687194770995|788
687194770995|13419
687194770996|3029
687194770996|13419
343597387321|578
343597387322|9637
343597387325|14764
343597387326|578
343597387326|5118
343597387327|9216
343597387329|1176
343597387329|9216
343597387334|5859
412316864075|2828
412316864075|6984
412316864076|572
412316864076|2828
412316864076|6176
412316864081|6981
412316864084|572
412316864084|6934
412316864094|560
412316864094|2089
412316864094|3097
412316864094|4986
412316864094|6195
412316864094|10222
412316864094|10449
412316864094|13832
412316864102|62
412316864102|2001
412316864102|2833
412316864102|5112
412316864102|5173
412316864102|7570
412316864102|9060
412316864106|62
412316864106|1200
412316864106|2001
412316864106|4849
412316864106|5759
412316864106|7570
412316864106|9060
412316864106|9190
412316864110|2077
412316864110|5152
412316864110|6249
412316864110|6501
412316864110|7119
412316864110|9380
412316864111|1984
412316864111|2077
412316864111|4937
412316864111|5152
412316864111|6249
412316864111|7119
412316864111|9349
412316864111|9380
412316864115|5152
412316864115|5601
412316864115|6249
412316864115|7542
412316864115|9349
412316864115|9380
412316864115|9627
412316864115|11552
412316864119|560
412316864119|1985
412316864119|5641
412316864119|9078
412316864119|10267
412316864120|560
412316864120|5074
412316864120|9078
412316864120|9123
412316864120|9551
412316864125|1985
412316864125|5641
412316864125|9079
412316864125|10267
412316864125|11685
412316864125|11808
412316864130|560
412316864130|5641
412316864130|9078
412316864130|9241
412316864130|11305
412316864131|805
412316864131|1985
412316864131|4937
412316864131|5055
412316864131|5641
412316864133|801
412316864133|1995
412316864133|5641
412316864133|11305
412316864133|15728
481036340987|9188
481036340987|11528
481036340989|13019
481036340992|6376
481036340992|9188
481036340994|6
481036340994|9188
481036340994|9580
481036340995|7602
481036340995|9188
481036340995|9580
481036340995|15458
343597387527|1672
343597387527|2023
343597387527|15103
343597387528|1672
343597387528|2023
343597387528|9116
343597387528|9232
343597387529|2084
343597387529|5976
343597387531|572
343597387531|2084
343597387531|5976
343597387532|9152
343597387532|9232
343597387532|14448
412316864271|6
412316864271|9058
412316864273|6
412316864273|2950
412316864273|9058
412316864275|6368
412316864277|2950
412316864277|3062
412316864277|11537
412316864279|6
412316864279|12077
412316864282|6
412316864282|5071
412316864283|2018
412316864283|2950
412316864283|9058
412316864283|13682
481036341023|584
481036341023|1653
481036341023|6403
481036341023|9774
481036341024|584
481036341024|1179
481036341024|9279
481036341024|12211
481036341027|3100
481036341027|6425
481036341027|9279
481036341032|1179
481036341032|2848
481036341032|11339
481036341032|12211
481036341033|584
481036341033|1199
481036341033|1653
481036341033|3065
481036341035|1179
481036341035|7406
481036341035|14355
481036341036|4966
481036341036|6425
481036341036|12672
481036341043|809
481036341043|1653
481036341043|9326
481036341043|12024
343597387575|413
343597387575|545
343597387575|6987
343597387575|7033
343597387575|8866
343597387575|12299
343597387576|2894
343597387576|6038
343597387576|13093
343597387582|413
343597387582|2097
343597387582|7543
343597387582|8866
343597387583|5579
343597387583|7023
343597387583|11374
343597387583|12299
343597387584|2894
343597387584|4996
343597387584|5233
343597387584|6038
343597387587|1179
343597387587|4996
343597387587|6038
343597387587|7175
687194771290|12036
618475294562|11552
618475294564|1987
618475294564|9034
618475294592|1987
618475294592|2104
618475294596|2783
618475294600|1987
618475294600|9143
687194771359|61
687194771361|61
687194771361|9060
687194771364|61
687194771364|9060
687194771364|9647
687194771366|2089
687194771366|9060
687194771366|10993
687194771369|13357
687194771371|8906
687194771371|13357
687194771372|2074
687194771372|13357
687194771374|1153
687194771374|5122
687194771374|9060
687194771374|10993
618475294691|1987
618475294691|12338
618475294696|11311
618475294700|11311
618475294700|11875
618475294701|418
618475294701|11311
618475294705|11344
618475294710|9300
618475294714|803
618475294714|1987
618475294716|9076
618475294719|1987
618475294719|2816
618475294720|793
618475294720|1987
618475294721|793
618475294721|11991
618475294723|1987
618475294723|9152
687194771472|1987
687194771472|11991
687194771476|1987
687194771476|6406
687194771482|10822
687194771486|2799
687194771504|5103
687194771505|12291
687194771508|1987
687194771508|4906
687194771511|5185
687194771530|1987
687194771530|9268
687194771531|3005
687194771532|3005
687194771532|6706
687194771535|1987
687194771535|9258
687194771537|9102
687194771541|1760
687194771541|9268
687194771628|567
687194771628|1987
687194771629|567
687194771629|2087
412316864984|5152
412316864984|5823
412316864984|6679
412316864984|9175
412316864984|9265
412316864986|5553
412316864986|9202
412316864986|9350
412316864986|11314
412316864990|1759
412316864990|5136
412316864990|6964
412316864990|9202
412316864990|9265
412316864991|2779
412316864991|8786
412316864991|9202
412316864991|11698
412316864991|13230
412316864992|2023
412316864992|2779
412316864992|7545
412316864992|8786
412316864992|9202
412316864992|9305
412316864993|588
412316864993|7504
412316864993|9202
412316864993|9350
412316864993|11314
412316864997|1679
412316864997|6368
412316864997|7545
412316864997|9305
412316864997|11308
412316864998|6150
412316864998|7504
412316864998|9146
412316864998|9202
412316864998|9350
412316864998|11473
412316865002|1937
412316865002|2885
412316865002|2921
412316865002|8300
412316865002|12545
206158434798|1545
206158434798|1910
206158434798|1995
206158434798|2031
206158434798|3010
206158434800|2084
206158434800|2794
206158434801|1545
206158434801|1995
206158434801|3010
206158434801|3020
206158434801|6406
206158434801|6797
206158434805|798
206158434805|1545
206158434805|1995
206158434805|5331
206158434805|10794
412316865020|6368
412316865020|6634
412316865020|9246
412316865031|6
412316865031|790
412316865031|2836
412316865031|3074
412316865032|1993
412316865032|10223
412316865033|794
412316865035|794
412316865035|2783
687194771984|9228
343597388314|1525
343597388314|2983
343597388314|7567
343597388321|2983
343597388321|9106
343597388327|4941
343597388330|6400
343597388330|10449
412316865605|5075
549755819245|2824
549755819245|2997
549755819245|5063
549755819245|5085
549755819245|5663
549755819245|14101
549755819248|2824
549755819248|2997
549755819248|5063
549755819248|5758
549755819248|10126
549755819248|10314
549755819252|1671
549755819252|2056
549755819252|2997
549755819252|5663
549755819252|12454
549755819252|14101
549755819253|1671
549755819253|2935
549755819253|5016
549755819253|5663
549755819253|6552
549755819253|12454
549755819253|14101
549755819254|1189
549755819254|2039
549755819254|2056
549755819254|5663
549755819254|15313
412316865785|283
412316865785|2789
412316865785|6368
412316865785|10359
412316865785|11668
412316865787|1175
412316865787|2789
412316865787|5663
412316865787|6368
412316865787|11848
412316865791|290
412316865791|1175
412316865791|2789
412316865791|7556
412316865791|9235
412316865791|11848
412316865794|2024
412316865794|5305
412316865794|6412
412316865794|10359
412316865794|11668
412316865795|5096
412316865795|5103
412316865795|5656
412316865795|10359
274877912577|1027
274877912580|2081
274877912583|1765
274877912589|1027
274877912589|9251
274877912590|1027
274877912590|9085
274877912591|1031
274877912594|9069
274877912595|1034
206158435866|1930
206158435866|3041
206158435866|3077
206158435866|5484
206158435871|284
206158435871|4899
206158435871|7662
206158435871|8175
206158435872|1930
206158435872|3026
206158435872|3041
206158435872|3077
206158435872|3111
206158435875|1930
206158435875|3041
206158435875|3077
206158435875|4935
206158435875|11366
206158435875|11439
274877912614|785
274877912614|1186
274877912614|1532
274877912614|1757
274877912614|5112
274877912614|5183
274877912614|6265
274877912614|6969
274877912614|9170
274877912626|1757
274877912626|7505
274877912626|8082
274877912626|9176
274877912626|10023
274877912626|11678
274877912626|12119
274877912627|1757
274877912627|1986
274877912627|2849
274877912627|5159
274877912627|7505
274877912627|11678
274877912627|12261
274877912628|1998
274877912628|2806
274877912628|2849
274877912628|5060
274877912628|11678
274877912628|12045
274877912629|1757
274877912629|2788
274877912629|7017
274877912629|7505
274877912629|13618
274877912631|1757
274877912631|1986
274877912631|1998
274877912631|2014
274877912631|5096
274877912631|5159
274877912631|11611
274877912631|12261
274877912632|1998
274877912632|2849
274877912632|5060
274877912632|9033
274877912632|9058
274877912632|10751
274877912632|12045
274877912633|1757
274877912633|5115
274877912633|5153
274877912633|5159
274877912633|6969
274877912633|7505
274877912633|9037
274877912633|11678
274877912638|1757
274877912638|5122
274877912638|6989
274877912638|7510
274877912638|8655
274877912639|811
274877912639|1757
274877912639|2922
274877912639|3019
274877912639|6989
274877912639|7510
274877912640|811
274877912640|1757
274877912640|2801
274877912640|2922
274877912640|6184
274877912640|6402
274877912640|7510
274877912641|2922
274877912641|6404
274877912641|7555
274877912641|8512
274877912642|294
274877912642|2922
274877912642|5194
274877912642|6404
274877912642|7555
274877912646|1375
274877912646|1757
274877912646|2788
274877912646|2801
274877912646|2922
274877912646|6184
274877912646|6910
274877912646|6993
274877912646|7510
274877912649|1757
274877912649|5100
274877912649|6989
274877912649|12175
274877912649|12301
274877912652|1757
274877912652|2060
274877912652|6989
274877912652|8493
274877912652|9356
687194773487|139
687194773487|2945
687194773492|1680
687194773492|2981
687194773492|5753
687194773492|6993
687194773492|7610
687194773497|139
687194773497|294
687194773497|2058
687194773497|5262
687194773497|6736
687194773497|6993
687194773497|7010
687194773497|9273
687194773500|294
687194773500|2058
687194773500|2866
687194773500|5981
687194773500|8444
687194773500|9273
687194773500|12166
481036343294|1528
481036343294|7572
481036343294|8789
481036343294|9319
481036343294|11022
481036343295|458
481036343295|2900
481036343295|8789
481036343295|10939
481036343298|1528
481036343298|5118
481036343298|9319
481036343298|15351
481036343299|1528
481036343299|7004
481036343299|7582
481036343299|9319
481036343301|1528
481036343301|1996
481036343301|2902
481036343301|5118
481036343301|15351
481036343302|1528
481036343302|1996
481036343302|2902
481036343302|6402
481036343302|6692
481036343302|8900
481036343302|15351
481036343305|1528
481036343305|1996
481036343305|5170
481036343305|6049
481036343305|6402
481036343305|7982
481036343305|8900
481036343305|14823
481036343307|1528
481036343307|5792
481036343307|8529
481036343307|12018
481036343307|15351
481036343314|582
481036343316|582
481036343316|810
481036343317|1528
481036343317|9383
481036343317|14375
481036343329|1528
481036343329|9041
481036343329|11748
481036343329|12170
481036343329|14325
481036343333|1528
481036343333|7543
481036343333|7617
481036343333|8760
481036343333|12303
481036343333|12433
481036343336|9352
481036343336|9628
481036343336|11698
481036343336|11748
481036343339|206
481036343339|2066
481036343339|9352
481036343339|11748
481036343340|1528
481036343340|6733
481036343340|7524
481036343340|11593
481036343340|12170
481036343340|14325
481036343343|6435
481036343343|6944
481036343343|9352
481036343343|9628
481036343343|11698
481036343343|11748
481036343348|1528
481036343348|5091
481036343348|5129
481036343348|9058
481036343348|9145
481036343349|2784
481036343349|7001
481036343349|9145
481036343349|10454
481036343351|1528
481036343351|5055
481036343351|5091
481036343351|9035
481036343351|9058
481036343351|14764
481036343356|1206
481036343356|5191
481036343356|7568
481036343356|9058
481036343356|9249
481036343356|10915
481036343356|11598
481036343357|566
481036343357|3005
481036343357|5191
481036343357|9058
481036343357|9553
481036343357|12817
481036343358|566
481036343358|2019
481036343358|5191
481036343358|5767
481036343358|9058
481036343358|9539
481036343358|9553
481036343361|1528
481036343361|5055
481036343361|5445
481036343361|12077
481036343361|13132
481036343363|2870
481036343363|7001
481036343363|9145
481036343363|12301
481036343370|799
481036343370|1528
481036343370|2101
481036343370|5313
481036343370|10771
481036343380|1528
481036343380|2052
481036343380|7009
481036343380|7576
481036343380|8983
481036343380|11256
274877913559|1507
274877913559|9299
274877913560|8474
274877913564|8474
274877913564|8953
274877913565|1507
274877913565|2992
274877913565|9299
274877913567|1507
274877913567|7505
549755820513|1507
549755820513|2824
549755820517|2824
549755820517|9125
549755820518|1507
549755820518|5113
549755820518|6909
549755820521|1507
549755820521|8296
549755820522|1507
549755820522|5113
549755820522|6909
549755820522|9158
549755820522|10727
549755820526|6909
549755820526|11397
618475297266|11785
618475297267|6
618475297269|11785
618475297269|12929
618475297272|6969
687194774014|799
687194774014|1296
687194774014|2855
687194774014|6341
274877913601|245
274877913601|2020
274877913601|5056
274877913601|5155
274877913601|7000
274877913601|7025
274877913601|7396
274877913601|7899
274877913601|13181
274877913603|245
274877913603|571
274877913603|1184
274877913603|2056
274877913603|2778
274877913603|6405
274877913603|7396
274877913603|7899
274877913603|9035
274877913603|13181
274877913604|571
274877913604|2020
274877913604|2056
274877913604|2116
274877913604|3014
274877913604|5170
274877913604|10513
274877913604|13181
274877913605|571
274877913605|2016
274877913605|2056
274877913605|2091
274877913605|7396
274877913605|7899
274877913605|9279
274877913605|9320
274877913609|1029
274877913609|2056
274877913609|2091
274877913609|7606
274877913609|9295
274877913609|9320
274877913609|12345
274877913611|1184
274877913611|2056
274877913611|7244
274877913611|7589
274877913611|9035
274877913611|9226
274877913611|11613
274877913611|11747
274877913612|2115
274877913612|5057
274877913612|6437
274877913612|7025
274877913612|7396
274877913612|7579
274877913612|7899
274877913612|11706
274877913612|13181
274877913613|524
274877913613|576
274877913613|2970
274877913613|5057
274877913613|6437
274877913613|7025
274877913613|7396
274877913613|7899
274877913613|9068
274877913613|9183
274877913613|11706
274877913613|13181
206158437074|2864
206158437074|12442
206158437076|593
206158437076|12442
137438960352|1444
137438960352|6408
137438960352|6883
137438960352|7545
137438960352|11374
137438960352|11557
137438960352|15888
137438960355|2069
137438960355|2828
137438960355|7579
137438960355|15888
137438960356|205
137438960356|1181
137438960356|3101
137438960357|1444
137438960357|6400
137438960357|6408
137438960357|6953
137438960357|7545
137438960357|10043
137438960357|11053
137438960359|2016
137438960359|2947
137438960359|3084
137438960359|8571
137438960359|11557
137438960363|206
137438960363|791
137438960363|2038
137438960363|2959
137438960363|6433
137438960363|8060
137438960363|11436
137438960363|11685
137438960374|11604
137438960380|6728
137438960380|11604
618475297747|1168
618475297747|2947
618475297747|7289
618475297747|7297
618475297747|10782
618475297748|1168
618475297748|7289
618475297748|9062
618475297748|9190
618475297748|9240
618475297748|10782
618475297749|1168
618475297749|2932
618475297749|5306
687194774714|5063
687194774718|5063
687194774718|6934
687194774722|6004
687194774722|6934
687194774723|567
687194774723|6004
687194774723|6934
687194774725|5194
687194774726|5786
687194774727|6004
687194774727|6934
687194774727|9284
137438960846|447
137438960846|458
137438960846|2900
137438960846|5633
137438960846|6130
137438960846|6201
137438960846|6356
137438960846|10951
137438960849|447
137438960849|458
137438960849|3050
137438960849|5169
137438960849|5633
137438960849|6130
137438960849|6201
137438960849|6356
137438960849|6411
137438960849|10951
137438960849|11726
137438960854|447
137438960854|566
137438960854|5132
137438960854|6130
137438960854|6356
137438960854|9162
137438960854|13471
137438960856|2891
137438960856|2983
137438960856|6947
137438960856|7525
137438960856|9929
137438960858|6368
137438960858|6947
137438960858|6951
137438960858|10632
137438960861|9
137438960861|2787
137438960861|2891
137438960861|5090
137438960861|9341
137438960861|11937
274877914343|1669
274877914343|1677
274877914343|2004
274877914343|2823
274877914343|2882
274877914343|3017
274877914343|6371
274877914343|7543
274877914343|9770
274877914350|1669
274877914350|1677
274877914350|1986
274877914350|2862
274877914350|2882
274877914350|3017
274877914350|6881
274877914350|7106
274877914350|9770
274877914350|11647
274877914352|3071
274877914352|7542
274877914352|9770
274877914352|12058
274877914352|14240
274877914354|798
274877914354|1677
274877914354|2998
274877914354|7522
274877914354|11282
274877914354|11712
687194774962|2778
687194774962|13635
687194774965|139
687194774965|2778
687194774965|9100
687194774984|6
687194774984|1995
687194774984|2014
687194774985|6
687194774985|469
687194774985|1768
687194774985|1995
687194774995|469
687194774995|1200
687194774995|9250
412316868066|6
412316868066|11695
412316868067|6
412316868067|5131
412316868068|7543
412316868071|7543
412316868071|11967
412316868072|6413
412316868072|11840
412316868079|7543
412316868079|13615
412316868080|5099
