Comment.id|Comment.id
206158432951|206158432944
137438956216|137438956207
137438956217|137438956207
137438956218|137438956207
206158432959|206158432958
206158432960|206158432958
206158432961|206158432958
206158432973|206158432972
206158432974|206158432972
206158432978|206158432972
206158432979|206158432976
206158432983|206158432980
687194770459|687194770458
687194770460|687194770457
618475293728|618475293727
618475293730|618475293727
618475293733|618475293730
618475293735|618475293733
618475293736|618475293730
618475293737|618475293727
618475293738|618475293736
687194770484|687194770483
687194770486|687194770484
687194770488|687194770483
687194770489|687194770486
687194770490|687194770486
687194770491|687194770486
687194770492|687194770483
687194770494|687194770486
687194770495|687194770484
481036340433|481036340431
481036340434|481036340432
481036340435|481036340434
481036340436|481036340431
481036340438|481036340434
481036340440|481036340434
481036340441|481036340432
618475293962|618475293960
618475293963|618475293962
618475293966|618475293961
618475293983|618475293981
618475293986|618475293983
618475293994|618475293992
618475293995|618475293992
618475293997|618475293992
618475293999|618475293992
618475294000|618475293991
618475294001|618475294000
618475294002|618475293992
618475294006|618475294005
618475294010|618475294009
618475294012|618475294009
618475294013|618475294009
618475294014|618475294005
618475294016|618475294009
618475294017|618475294009
549755817509|549755817508
549755817511|549755817508
549755817512|549755817510
549755817513|549755817510
687194770995|687194770993
687194770996|687194770995
687194770997|687194770993
687194770998|687194770996
343597387323|343597387321
343597387324|343597387321
343597387326|343597387321
343597387327|343597387322
343597387328|343597387321
343597387329|343597387327
343597387330|343597387329
343597387331|343597387327
343597387332|343597387326
343597387333|343597387322
343597387334|343597387321
343597387335|343597387322
412316864079|412316864075
412316864081|412316864075
412316864082|412316864081
412316864083|412316864076
412316864086|412316864081
412316864087|412316864075
412316864088|412316864084
412316864089|412316864076
412316864090|412316864084
412316864103|412316864102
412316864104|412316864102
412316864106|412316864102
412316864111|412316864110
412316864113|412316864110
412316864115|412316864111
412316864116|412316864110
412316864117|412316864111
412316864120|412316864119
412316864121|412316864119
412316864123|412316864119
412316864124|412316864120
412316864125|412316864119
412316864126|412316864119
412316864127|412316864119
412316864128|412316864119
412316864131|412316864119
412316864132|412316864119
412316864133|412316864130
412316864134|412316864120
412316864135|412316864119
412316864136|412316864130
412316864137|412316864119
412316864138|412316864119
481036340989|481036340987
481036340990|481036340987
481036340991|481036340989
481036340992|481036340987
481036340995|481036340994
481036340996|481036340989
481036340997|481036340987
343597387528|343597387527
343597387529|343597387528
343597387530|343597387528
343597387531|343597387529
343597387532|343597387528
412316864273|412316864271
412316864274|412316864271
412316864276|412316864273
412316864277|412316864273
412316864278|412316864273
412316864280|412316864271
412316864281|412316864271
412316864283|412316864273
412316864284|412316864277
481036341025|481036341024
481036341026|481036341023
481036341029|481036341027
481036341030|481036341023
481036341031|481036341027
481036341032|481036341024
481036341034|481036341027
481036341035|481036341024
481036341036|481036341027
343597387576|343597387575
343597387578|343597387576
343597387579|343597387576
343597387583|343597387575
343597387584|343597387576
343597387585|343597387582
343597387586|343597387584
343597387587|343597387584
343597387589|343597387584
343597387590|343597387587
687194771291|687194771290
687194771292|687194771290
687194771293|687194771290
618475294593|618475294592
618475294594|618475294592
618475294598|618475294596
687194771361|687194771359
687194771363|687194771359
687194771364|687194771361
687194771365|687194771359
687194771366|687194771364
687194771367|687194771361
687194771368|687194771366
687194771370|687194771361
687194771371|687194771369
687194771372|687194771369
687194771373|687194771372
687194771374|687194771366
618475294693|618475294691
618475294694|618475294691
618475294698|618475294696
618475294700|618475294696
618475294701|618475294696
618475294702|618475294701
618475294703|618475294691
618475294704|618475294700
618475294705|618475294696
618475294706|618475294691
618475294707|618475294700
618475294712|618475294710
618475294713|618475294710
618475294715|618475294714
618475294716|618475294710
618475294718|618475294714
618475294719|618475294714
618475294721|618475294720
618475294722|618475294719
618475294723|618475294720
618475294724|618475294723
618475294725|618475294723
618475294726|618475294723
687194771473|687194771472
687194771483|687194771482
687194771484|687194771482
687194771486|687194771482
687194771487|687194771482
687194771488|687194771482
687194771489|687194771482
687194771506|687194771504
687194771507|687194771505
687194771509|687194771508
687194771510|687194771505
687194771511|687194771504
687194771512|687194771504
687194771513|687194771504
687194771532|687194771531
687194771533|687194771530
687194771534|687194771532
687194771538|687194771537
687194771539|687194771535
687194771540|687194771532
687194771541|687194771530
687194771629|687194771628
687194771631|687194771629
687194771632|687194771629
412316864985|412316864984
412316864988|412316864984
412316864992|412316864991
412316864993|412316864986
412316864994|412316864984
412316864995|412316864993
412316864996|412316864990
412316864997|412316864992
412316864998|412316864993
412316864999|412316864997
412316865003|412316865002
206158434799|206158434798
206158434801|206158434798
206158434802|206158434800
206158434803|206158434801
206158434804|206158434801
206158434805|206158434798
206158434806|206158434798
206158434808|206158434800
412316865021|412316865020
412316865033|412316865032
412316865034|412316865033
412316865035|412316865033
412316865036|412316865035
412316865037|412316865031
343597388316|343597388314
343597388322|343597388321
343597388323|343597388314
549755819247|549755819245
549755819248|549755819245
549755819250|549755819248
549755819251|549755819245
549755819252|549755819245
549755819253|549755819252
549755819254|549755819252
412316865788|412316865787
412316865789|412316865785
412316865791|412316865787
412316865792|412316865785
412316865793|412316865791
412316865794|412316865785
412316865795|412316865785
412316865796|412316865787
412316865797|412316865794
274877912580|274877912577
274877912581|274877912580
274877912583|274877912577
274877912585|274877912580
274877912586|274877912583
274877912588|274877912583
274877912589|274877912577
274877912590|274877912589
274877912591|274877912589
274877912592|274877912589
274877912593|274877912591
274877912594|274877912591
274877912595|274877912580
206158435869|206158435866
206158435872|206158435866
206158435873|206158435866
206158435874|206158435866
206158435875|206158435872
274877912616|274877912614
274877912618|274877912614
274877912627|274877912626
274877912628|274877912627
274877912630|274877912629
274877912631|274877912627
274877912632|274877912628
274877912633|274877912627
274877912635|274877912631
274877912636|274877912632
274877912639|274877912638
274877912640|274877912639
274877912641|274877912639
274877912642|274877912641
274877912643|274877912641
274877912644|274877912639
274877912645|274877912641
274877912646|274877912640
274877912647|274877912646
274877912649|274877912638
274877912650|274877912640
274877912652|274877912638
687194773495|687194773492
687194773496|687194773492
687194773498|687194773497
687194773499|687194773492
687194773500|687194773497
481036343295|481036343294
481036343296|481036343295
481036343299|481036343298
481036343301|481036343298
481036343302|481036343301
481036343303|481036343302
481036343304|481036343299
481036343305|481036343302
481036343306|481036343299
481036343307|481036343301
481036343308|481036343299
481036343309|481036343305
481036343311|481036343298
481036343316|481036343314
481036343319|481036343317
481036343320|481036343314
481036343322|481036343317
481036343323|481036343316
481036343334|481036343329
481036343336|481036343329
481036343339|481036343336
481036343340|481036343329
481036343341|481036343329
481036343342|481036343340
481036343343|481036343336
481036343344|481036343340
481036343349|481036343348
481036343350|481036343349
481036343351|481036343348
481036343352|481036343351
481036343353|481036343349
481036343354|481036343351
481036343355|481036343349
481036343357|481036343356
481036343358|481036343357
481036343359|481036343356
481036343361|481036343351
481036343362|481036343356
481036343363|481036343349
481036343364|481036343356
481036343365|481036343349
481036343371|481036343370
481036343373|481036343370
481036343377|481036343370
481036343379|481036343370
481036343381|481036343380
481036343383|481036343380
274877913560|274877913559
274877913561|274877913560
274877913564|274877913560
274877913565|274877913559
274877913566|274877913559
274877913567|274877913559
549755820516|549755820513
549755820517|549755820513
549755820519|549755820518
549755820520|549755820513
549755820521|549755820513
549755820522|549755820518
549755820523|549755820521
549755820524|549755820517
549755820525|549755820517
549755820527|549755820526
618475297267|618475297266
618475297268|618475297266
618475297269|618475297266
618475297270|618475297266
618475297271|618475297267
618475297273|618475297272
687194774015|687194774014
274877913602|274877913601
274877913606|274877913603
274877913607|274877913605
274877913609|274877913605
274877913610|274877913603
274877913611|274877913603
274877913612|274877913601
274877913613|274877913612
274877913614|274877913611
206158437075|206158437074
206158437077|206158437074
206158437078|206158437074
137438960357|137438960352
137438960360|137438960352
137438960376|137438960374
137438960377|137438960374
137438960380|137438960374
618475297748|618475297747
687194774715|687194774714
687194774716|687194774714
687194774718|687194774714
687194774721|687194774718
687194774722|687194774718
687194774723|687194774722
687194774724|687194774714
687194774725|687194774718
687194774726|687194774725
687194774727|687194774722
687194774728|687194774718
687194774729|687194774727
687194774730|687194774726
687194774731|687194774714
137438960847|137438960846
137438960848|137438960846
137438960849|137438960846
137438960850|137438960849
137438960851|137438960846
137438960852|137438960849
137438960853|137438960846
137438960854|137438960846
137438960858|137438960856
137438960859|137438960858
137438960862|137438960858
137438960863|137438960858
274877914344|274877914343
274877914346|274877914343
274877914347|274877914343
274877914349|274877914343
274877914350|274877914343
274877914353|274877914352
274877914355|274877914354
274877914356|274877914350
274877914357|274877914350
687194774985|687194774984
687194774987|687194774984
687194774988|687194774984
687194774989|687194774984
687194774990|687194774984
687194774991|687194774985
687194774992|687194774985
687194774994|687194774985
687194774995|687194774985
687194774996|687194774984
687194774997|687194774984
687194774998|687194774985
412316868067|412316868066
412316868070|412316868066
412316868071|412316868068
412316868073|412316868072
412316868075|412316868072
412316868076|412316868066
412316868077|412316868066
412316868078|412316868066
412316868079|412316868068
412316868080|412316868066
412316868081|412316868072
