Forum.id|Person.id
412316860781|10995116277789
343597384046|10995116277789
618475290991|10995116277789
618475290992|10995116277789
343597384049|10995116277789
618475290994|10995116277789
412316860787|10995116277789
549755814262|10995116277789
481036337527|15393162788961
549755814264|17592186044456
412316860793|13194139533364
68719477114|2199023255611
274877907323|8796093022216
618475291004|8796093022216
687194767741|8796093022216
618475291006|8796093022216
687194767743|8796093022216
481036337536|8796093022216
618475291009|8796093022216
481036337538|8796093022216
618475291011|8796093022216
549755814276|8796093022216
412316860805|8796093022216
618475291014|8796093022216
274877907335|8796093022216
549755814280|8796093022216
274877907339|8796093022262
687194767756|21990232555555
68719477138|2199023255565
412316860819|13194139533330
618475291028|13194139533330
618475291029|13194139533330
687194767766|13194139533330
481036337559|13194139533330
618475291032|13194139533330
549755814297|13194139533330
549755814298|13194139533330
481036337563|13194139533330
481036337564|13194139533330
618475291037|13194139533330
687194767774|21990232555587
618475291042|19791209300048
274877907364|8796093022227
481036337573|8796093022227
274877907367|8796093022227
618475291048|8796093022227
412316860842|8796093022227
549755814315|8796093022227
549755814316|8796093022227
549755814317|8796093022227
687194767790|8796093022227
481036337583|8796093022227
274877907376|8796093022227
687194767793|8796093022227
687194767794|8796093022227
549755814323|8796093022227
343597384116|10995116277803
687194767797|10995116277803
687194767798|10995116277803
343597384119|10995116277803
549755814328|10995116277803
549755814329|10995116277803
687194767802|10995116277803
412316860859|10995116277803
687194767804|10995116277803
481036337597|10995116277803
481036337598|10995116277803
481036337600|10995116277803
481036337601|15393162788875
274877907394|8796093022240
412316860867|13194139533312
137438953924|4398046511159
549755814341|4398046511159
137438953927|4398046511159
343597384136|4398046511159
206158430665|4398046511159
206158430666|4398046511159
274877907404|4398046511159
618475291085|4398046511159
206158430670|4398046511159
412316860879|4398046511159
137438953936|4398046511159
343597384145|4398046511159
481036337618|4398046511159
343597384147|4398046511159
549755814356|4398046511159
549755814357|4398046511159
549755814358|4398046511159
549755814359|17592186044423
549755814360|17592186044423
618475291098|17592186044423
618475291099|17592186044423
549755814365|17592186044423
687194767838|17592186044423
549755814367|17592186044423
481036337632|15393162788915
68719477217|2199023255593
343597384162|2199023255593
687194767843|2199023255593
412316860900|2199023255593
206158430693|2199023255593
549755814374|2199023255593
549755814375|2199023255593
68719477224|2199023255593
137438953961|2199023255593
687194767850|2199023255593
618475291115|2199023255593
206158430700|2199023255593
687194767853|2199023255593
137438953966|2199023255593
549755814383|2199023255593
687194767856|2199023255593
206158430705|2199023255593
412316860914|2199023255593
687194767859|2199023255593
206158430708|2199023255593
618475291125|2199023255593
412316860918|2199023255593
343597384183|10995116277807
137438953978|4398046511185
137438953979|4398046511185
618475291132|4398046511185
481036337661|4398046511185
343597384190|4398046511185
206158430719|4398046511185
412316860928|4398046511185
618475291137|4398046511185
687194767874|4398046511185
618475291139|4398046511185
549755814404|4398046511185
618475291141|4398046511185
343597384198|4398046511185
343597384199|4398046511185
618475291145|4398046511185
412316860938|4398046511185
206158430731|4398046511185
274877907468|4398046511185
549755814413|4398046511185
618475291150|4398046511185
481036337680|15393162788868
68719477265|2199023255562
137438954002|2199023255562
481036337683|2199023255562
687194767892|2199023255562
68719477269|2199023255562
206158430742|2199023255562
137438954007|2199023255562
481036337688|2199023255562
274877907482|2199023255562
687194767899|2199023255562
412316860956|2199023255562
412316860957|2199023255562
549755814430|2199023255562
343597384224|2199023255562
412316860961|2199023255562
274877907490|2199023255562
206158430755|2199023255562
137438954020|2199023255562
687194767909|2199023255562
206158430758|2199023255562
687194767911|21990232555569
343597384232|10995116277783
549755814441|17592186044515
549755814442|17592186044515
618475291179|17592186044515
687194767917|17592186044515
687194767919|17592186044515
687194767920|17592186044515
549755814449|17592186044515
618475291186|19791209300024
618475291189|19791209300024
687194767926|19791209300024
687194767927|19791209300024
137438954040|4398046511168
343597384249|4398046511168
687194767930|4398046511168
137438954043|4398046511168
412316860988|4398046511168
618475291197|4398046511168
274877907518|4398046511168
481036337727|4398046511168
206158430784|4398046511168
206158430785|4398046511168
549755814466|4398046511168
412316860995|4398046511168
206158430788|4398046511168
206158430789|4398046511168
481036337734|4398046511168
687194767943|4398046511168
412316861000|4398046511168
343597384265|4398046511168
618475291210|4398046511168
687194767947|4398046511168
68719477324|2199023255628
206158430797|2199023255628
137438954062|2199023255628
549755814479|2199023255628
343597384272|2199023255628
274877907537|2199023255628
618475291219|2199023255628
343597384276|2199023255628
687194767957|2199023255628
137438954070|2199023255628
687194767960|2199023255628
274877907547|2199023255628
343597384284|2199023255628
618475291229|2199023255628
412316861023|2199023255628
618475291232|2199023255628
609|96
137438954082|96
481036337763|96
412316861028|96
481036337765|96
614|96
343597384295|96
274877907560|96
412316861033|96
343597384298|96
206158430827|96
343597384300|96
618475291245|96
68719477359|96
481036337776|96
274877907569|96
687194767986|96
618475291251|96
481036337780|96
630|96
549755814519|96
618475291256|96
68719477369|2199023255625
687194767994|21990232555618
343597384315|10995116277762
206158430845|6597069766742
343597384318|6597069766742
343597384319|6597069766742
687194768000|6597069766742
618475291265|6597069766742
618475291266|6597069766742
549755814531|6597069766742
481036337796|6597069766742
343597384325|6597069766742
274877907590|6597069766742
618475291271|6597069766742
549755814536|6597069766742
412316861065|6597069766742
618475291274|6597069766742
343597384331|6597069766742
618475291276|6597069766742
343597384333|6597069766742
481036337806|15393162788908
549755814546|17592186044446
549755814547|17592186044484
137438954134|4398046511167
206158430871|6597069766684
549755814553|6597069766684
618475291291|6597069766684
481036337821|6597069766684
549755814558|6597069766684
618475291295|6597069766684
687194768032|6597069766684
687194768033|6597069766684
549755814562|6597069766684
618475291299|6597069766684
549755814565|6597069766684
687194768038|6597069766684
343597384359|6597069766684
549755814568|17592186044454
687194768041|17592186044454
687194768044|17592186044454
687194768045|17592186044454
687194768046|17592186044454
618475291311|17592186044454
